date,day_of_week,trust_code,trust_name,trust_type,total_beds,flu_rate_per_100k,temperature_c,gp_appointment_lag_days,ae_attendance,ae_4hr_breach_pct,ae_mean_wait_mins,ae_12hr_trolley_waits,social_care_delay_days,nctr_patients,bed_occupancy_pct,nurse_sickness_pct,unfilled_shifts,ambulance_handover_avg_mins,ambulance_handover_over_60min,red_flag_incidents,pressure_score,opel_level
11/11/2023,Saturday,SCH,Southdale Community Hospital,Community,180,11.9,6,12.3,86,0.174,121,0,9.5,8,0.854,0.117,3,19,0,1,0.521,3
12/11/2023,Sunday,SCH,Southdale Community Hospital,Community,180,16.5,7.3,11.9,72,0.141,128,0,10.5,10,0.877,0.084,3,16,0,0,0.511,3
13/11/2023,Monday,SCH,Southdale Community Hospital,Community,180,15.5,5.7,9.7,95,0.186,138,0,10.5,9,0.87,0.104,4,16,0,0,0.547,3
14/11/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,17.5,5.1,11.7,98,0.246,129,2,,9,0.875,0.086,3,22,0,0,0.584,3
15/11/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,16.8,5.3,10.7,97,0.229,141,3,,8,0.879,0.122,3,20,0,0,0.584,3
16/11/2023,Thursday,SCH,Southdale Community Hospital,Community,180,15.5,6.4,12.3,93,0.214,168,0,11.3,9,0.875,0.101,4,19,0,0,0.578,3
17/11/2023,Friday,SCH,Southdale Community Hospital,Community,180,14.1,5.9,11.7,93,0.235,146,1,9.7,8,0.884,0.093,4,22,0,0,0.586,3
18/11/2023,Saturday,SCH,Southdale Community Hospital,Community,180,20.5,5.8,12.2,83,0.234,120,0,9.7,8,0.874,0.113,4,20,0,0,0.579,3
19/11/2023,Sunday,SCH,Southdale Community Hospital,Community,180,19.6,4.7,12.9,77,0.128,117,0,,8,0.887,0.11,4,15,0,1,0.538,3
20/11/2023,Monday,SCH,Southdale Community Hospital,Community,180,20.9,5.2,11.6,109,0.282,182,0,9.2,8,0.865,0.096,5,20,0,1,0.623,3
21/11/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,21,4.6,12.2,109,0.308,186,2,9.6,8,0.872,0.128,4,20,0,1,0.656,3
22/11/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,21.9,6.3,10.7,90,0.212,153,0,9.7,9,0.904,,5,19,0,0,0.535,3
23/11/2023,Thursday,SCH,Southdale Community Hospital,Community,180,28.4,4.8,13.8,107,0.317,133,0,,7,0.882,0.162,3,22,0,1,0.659,3
24/11/2023,Friday,SCH,Southdale Community Hospital,Community,180,22.1,4.7,11.2,107,0.249,153,1,10.1,8,0.872,,3,20,0,2,0.549,3
25/11/2023,Saturday,SCH,Southdale Community Hospital,Community,180,24.8,5.1,12.2,86,0.233,141,1,11.2,8,0.882,0.147,7,18,0,2,0.642,3
26/11/2023,Sunday,SCH,Southdale Community Hospital,Community,180,24,5.3,14.1,88,0.211,142,0,10.3,9,0.885,0.147,5,22,0,0,0.592,3
27/11/2023,Monday,SCH,Southdale Community Hospital,Community,180,22.8,5.4,15,117,0.378,171,3,,10,0.893,0.077,4,17,0,0,0.659,3
28/11/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,25.7,4.8,14.3,113,0.345,143,3,10.3,9,0.9,0.114,5,17,0,0,0.692,3
29/11/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,18.9,4.4,13.2,96,0.252,156,2,9.7,9,0.906,0.098,5,18,0,0,0.659,3
30/11/2023,Thursday,SCH,Southdale Community Hospital,Community,180,23.2,4.3,14.6,115,0.358,156,0,10.6,10,0.919,0.109,4,18,0,1,0.762,4
01/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,32.2,4.6,14.8,101,0.279,163,0,10.7,11,0.918,0.158,6,17,0,0,0.732,3
02/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,23.3,4.1,14.8,88,0.22,149,1,10.3,11,0.907,0.15,6,14,0,0,0.664,3
03/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,32.4,4.6,12.7,93,0.257,148,0,9.6,11,0.913,0.129,3,20,0,0,0.705,3
04/12/2023,Monday,SCH,Southdale Community Hospital,Community,180,30,4.1,15.5,117,0.352,142,2,10.2,10,0.937,0.16,3,26,0,0,0.767,4
05/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,32,3.5,12.3,117,0.365,169,3,10.3,9,0.923,0.129,4,24,0,0,0.73,3
06/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,23.4,3.6,13.9,117,0.375,143,0,11.1,9,0.9,0.117,5,24,0,1,0.717,3
07/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,37.2,3.8,15.6,117,0.43,179,0,10.2,10,0.917,0.18,7,21,0,1,0.759,4
08/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,31,4,13.5,117,0.347,183,1,,10,0.91,0.125,5,20,0,0,0.722,3
09/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,23.4,3.5,12.8,91,0.248,174,0,11.4,10,0.873,0.109,4,20,0,0,0.617,3
10/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,40.4,3.5,13.8,108,0.276,104,2,10.8,10,0.893,0.156,6,19,0,2,0.724,3
11/12/2023,Monday,SCH,Southdale Community Hospital,Community,180,37.7,3.5,17,117,0.382,174,1,9.5,10,0.888,0.168,4,19,0,0,0.686,3
12/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,28.6,4.5,14.9,115,0.274,137,1,9,9,0.89,0.13,5,18,0,0,0.653,3
13/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,25.4,2.9,13.5,117,0.36,195,0,9.3,9,0.898,0.122,4,22,0,1,0.713,3
14/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,37.7,3.5,14.5,117,0.385,152,1,9.3,8,0.901,0.18,6,29,0,2,0.729,3
15/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,29.6,3,11.5,114,0.27,167,2,9,9,0.911,0.156,4,22,0,1,0.71,3
16/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,32.2,2.6,14.2,98,0.248,146,2,8.5,7,0.899,0.105,4,25,0,2,0.669,3
17/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,34.5,3.4,14.5,98,0.272,134,0,9.3,8,0.905,0.148,4,21,0,2,0.713,3
18/12/2023,Monday,SCH,Southdale Community Hospital,Community,180,32.2,2.8,13.1,117,0.38,167,2,9.9,8,0.9,0.124,4,21,0,0,0.678,3
19/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,33.9,3.1,16.4,117,0.337,179,1,10.2,8,0.911,0.158,4,25,0,3,0.771,4
20/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,29.9,2.3,13.9,117,0.381,168,0,10.9,8,0.917,0.149,4,24,0,0,0.706,3
21/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,35.6,2.9,14.9,117,0.374,154,3,10.8,9,0.899,0.156,4,24,0,2,0.74,3
22/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,26.2,2.8,11.7,100,0.264,167,1,11.7,10,0.916,0.128,4,22,0,1,0.727,3
23/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,27.4,2.3,12,93,0.17,138,0,,11,0.904,0.163,5,15,0,1,0.643,3
24/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,22.3,2.3,15.9,97,0.226,148,0,12.3,12,0.918,0.139,3,18,0,1,0.727,3
25/12/2023,Monday,SCH,Southdale Community Hospital,Community,180,31.3,2.5,13.8,117,0.299,182,4,12.4,14,0.923,0.119,4,19,0,1,0.824,4
26/12/2023,Tuesday,SCH,Southdale Community Hospital,Community,180,25.1,2.8,13.7,117,0.293,156,2,,11,0.947,0.142,6,27,0,0,0.792,4
27/12/2023,Wednesday,SCH,Southdale Community Hospital,Community,180,23,3,13.5,117,0.384,179,2,12.1,12,0.934,0.135,4,22,0,0,0.79,4
28/12/2023,Thursday,SCH,Southdale Community Hospital,Community,180,18.9,2.4,13.2,117,0.282,181,1,12.2,10,0.921,0.115,3,24,0,0,0.726,3
29/12/2023,Friday,SCH,Southdale Community Hospital,Community,180,21.5,2.4,13,98,0.263,132,1,11.8,11,0.916,0.121,4,21,0,0,0.715,3
30/12/2023,Saturday,SCH,Southdale Community Hospital,Community,180,24.3,2.5,12.1,101,0.262,151,4,11.7,11,0.909,0.118,6,21,0,0,0.703,3
31/12/2023,Sunday,SCH,Southdale Community Hospital,Community,180,20.5,2.1,14,91,0.206,155,0,,9,0.918,0.134,5,17,0,0,0.643,3
01/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,38.5,2.1,15.2,117,0.397,142,4,,8,0.89,0.137,4,25,0,1,0.686,3
02/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,37.9,2.3,16.4,117,0.438,157,3,11.5,9,0.879,0.18,5,23,0,0,0.657,3
03/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,33,2.1,15.6,117,0.36,127,3,11.3,11,0.873,0.158,4,24,0,0,0.674,3
04/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,38.1,2.4,16.7,117,0.384,161,1,12.1,9,0.898,0.141,5,23,0,0,0.688,3
05/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,40.3,2.2,15.9,117,0.27,155,1,11.1,10,0.927,0.123,4,19,0,0,0.726,3
06/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,49.3,2,17.6,117,-0.05,162,1,12.6,12,0.922,0.18,5,26,0,1,0.545,3
07/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,45.7,2,14.5,104,0.369,156,0,11.9,13,0.917,0.143,5,20,0,0,0.776,4
08/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,50.6,2,17.8,117,0.368,176,1,12.6,13,0.919,0.18,4,24,0,2,0.829,4
09/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,49.6,1.8,19.8,117,0.443,147,0,12.6,12,0.935,,5,31,0,0,0.702,3
10/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,43.5,1.9,14.7,117,0.379,185,1,12.6,9,0.913,0.18,5,25,0,1,0.738,3
11/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,44.3,2.1,17.2,117,0.404,149,2,13,10,0.916,0.159,5,29,0,1,0.757,4
12/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,61.9,2,17.5,117,0.504,189,2,12.8,11,0.93,0.179,6,28,0,0,0.769,4
13/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,40.7,2,17.4,111,0.359,153,2,12.4,11,0.932,0.151,5,25,0,0,0.773,4
14/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,34.6,1.9,15.7,92,0.178,111,0,11.9,12,0.928,0.163,5,18,0,0,0.678,3
15/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,49.3,1.9,17.4,117,0.389,160,1,11.9,10,0.938,0.18,5,26,0,1,0.794,4
16/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,51.4,2,15.6,117,0.438,170,1,11.6,11,0.89,0.18,5,25,0,0,0.703,3
17/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,47.4,1.9,15.3,117,0.338,162,1,12.8,11,0.907,0.18,4,24,0,0,0.731,3
18/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,60.3,2.1,19.4,117,0.4,162,1,13.7,14,0.902,0.18,7,23,0,0,0.764,4
19/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,47.5,1.4,17.3,117,0.417,179,2,13.4,14,0.88,0.18,5,22,0,1,0.753,4
20/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,43.2,2,17.9,117,0.347,192,6,14.2,12,0.899,0.18,4,17,0,1,0.757,4
21/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,46.6,2.1,18.5,104,0.345,157,1,,14,0.925,0.177,6,21,0,1,0.828,4
22/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,50.5,2.1,19.3,117,0.351,153,2,12.7,15,0.923,0.18,6,23,0,1,0.838,4
23/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,43.5,2.4,14.1,117,0.316,163,0,,14,0.937,0.167,6,22,0,0,0.823,4
24/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,59.2,1.8,17.4,117,0.459,169,1,13.4,13,0.955,0.18,4,30,0,0,0.831,4
25/01/2024,Thursday,SCH,Southdale Community Hospital,Community,180,57.6,1.8,19.2,117,0.506,157,4,12.5,12,0.963,0.18,7,30,0,1,0.842,4
26/01/2024,Friday,SCH,Southdale Community Hospital,Community,180,39.2,1.9,15.9,117,0.322,176,2,9.2,9,0.971,0.155,5,19,0,0,0.775,4
27/01/2024,Saturday,SCH,Southdale Community Hospital,Community,180,56.4,2.1,17.2,117,0.362,175,0,,8,0.962,0.18,5,20,0,0,0.761,4
28/01/2024,Sunday,SCH,Southdale Community Hospital,Community,180,47.2,2.3,18.2,117,0.436,154,1,9.8,8,0.946,0.164,5,25,0,0,0.754,4
29/01/2024,Monday,SCH,Southdale Community Hospital,Community,180,47.7,1.9,15.7,117,0.302,194,3,9.5,9,0.91,0.18,5,19,0,0,0.708,3
30/01/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,46.9,2.5,18.3,117,0.448,176,1,9.1,10,0.906,0.18,6,21,0,0,0.716,3
31/01/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,45.1,2.1,13.7,117,0.44,161,0,10.3,9,0.893,0.18,5,26,0,0,0.68,3
01/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,43.5,2.2,16.2,117,0.485,148,1,10.9,10,0.931,0.168,6,22,0,1,0.782,4
02/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,49.2,2.1,15.6,117,0.467,149,0,10.3,9,0.92,0.18,7,28,0,1,0.75,4
03/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,46.7,2.2,16.9,117,0.358,150,0,11.7,11,0.919,0.18,5,20,0,1,0.776,4
04/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,39.2,2.6,16.1,104,0.374,181,1,11.8,11,0.924,,5,22,0,1,0.694,3
05/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,34.8,2.4,15.6,117,0.343,198,4,11.7,9,0.919,0.18,5,21,0,0,0.723,3
06/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,47.6,2.9,19.5,117,0.391,171,2,11.3,8,0.939,0.18,4,26,0,1,0.768,4
07/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,47.9,2.2,15.4,117,0.408,187,7,9.8,8,0.918,0.18,4,21,0,1,0.733,3
08/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,34,3,17.2,117,0.323,177,0,11.3,9,0.917,,4,21,0,0,0.63,3
09/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,33.4,2.5,18.7,117,0.408,196,3,11.2,8,0.901,0.15,4,30,0,1,0.704,3
10/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,34,3.3,15.6,110,0.305,171,0,10.9,7,0.88,0.167,5,19,0,2,0.681,3
11/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,43.3,2.9,16,111,0.403,158,1,12,9,0.877,0.18,4,27,0,0,0.653,3
12/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,35.7,3,16.5,117,0.395,145,2,10.7,8,0.883,0.158,6,23,0,1,0.674,3
13/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,29.1,2.8,15.8,117,0.385,178,1,11.1,9,0.882,0.117,6,23,0,1,0.687,3
14/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,28.7,2.8,13.6,111,0.279,176,2,12.3,9,0.877,0.135,5,24,0,0,0.636,3
15/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,32.8,3.2,11.4,111,0.332,156,0,11.9,9,0.863,0.147,5,20,0,0,0.63,3
16/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,28.3,3.4,14.3,117,0.257,172,1,10.4,10,0.874,0.162,6,21,0,1,0.651,3
17/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,25,3.2,14.6,102,0.286,148,1,10.3,10,0.859,,5,21,0,1,0.561,3
18/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,25.5,3.3,12.8,89,0.204,135,0,10.9,9,0.88,0.125,4,19,0,1,0.603,3
19/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,23.4,3.4,11.9,117,0.308,159,1,11.1,10,0.888,0.118,2,20,0,1,0.711,3
20/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,21.7,3.4,12.4,117,0.352,155,2,10,10,0.87,0.111,4,20,0,1,0.681,3
21/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,24.2,3.5,13.5,117,0.288,192,2,,10,0.875,,5,23,0,0,0.564,3
22/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,24.8,3.6,14.6,108,0.299,158,1,9.1,10,0.871,,3,23,0,1,0.591,3
23/02/2024,Friday,SCH,Southdale Community Hospital,Community,180,23,3.6,15.8,117,0.348,173,1,10.5,11,0.885,0.121,4,21,0,1,0.719,3
24/02/2024,Saturday,SCH,Southdale Community Hospital,Community,180,20,2.7,16,96,0.213,173,0,10.6,10,0.908,0.096,5,15,0,1,0.665,3
25/02/2024,Sunday,SCH,Southdale Community Hospital,Community,180,19.8,4.1,11.8,81,0.217,152,0,11.4,10,0.874,0.089,4,20,0,2,0.627,3
26/02/2024,Monday,SCH,Southdale Community Hospital,Community,180,22.2,3.7,11.8,106,0.265,177,4,11.1,9,0.882,0.092,4,25,0,1,0.645,3
27/02/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,18.8,3.6,12,97,0.206,136,1,10.9,9,0.882,0.091,2,25,0,0,0.57,3
28/02/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,15.7,5,14.3,93,0.201,146,0,11.3,8,0.893,0.101,5,19,0,0,0.584,3
29/02/2024,Thursday,SCH,Southdale Community Hospital,Community,180,20.2,4.1,12.4,90,0.173,137,1,10.7,9,0.894,,5,18,0,0,0.486,2
01/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,17.2,4.7,12.8,107,0.278,139,0,9.8,10,0.883,0.114,4,21,0,4,0.759,4
02/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,17.1,4.5,14.9,88,0.223,122,1,8.3,9,0.879,0.102,5,19,0,1,0.617,3
03/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,14.1,4.8,11.1,63,0.082,103,0,,8,0.866,0.075,4,14,0,1,0.427,2
04/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,13.3,5.1,11.8,106,0.204,157,2,8.3,8,0.888,0.095,4,13,0,1,0.595,3
05/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,9.6,5.1,10.5,91,0.182,140,2,9.9,9,0.887,0.075,3,16,0,0,0.534,3
06/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,10.3,4.7,12.5,94,0.204,99,0,,7,0.913,0.074,5,19,0,0,0.567,3
07/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,14.2,5.2,10.8,85,0.176,129,0,9.3,8,0.902,0.093,3,20,0,0,0.567,3
08/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,13,5,10.9,93,0.15,142,2,10.2,7,0.884,0.084,3,19,0,1,0.513,3
09/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,13.4,5.9,13.8,85,0.147,137,0,9.3,9,0.86,0.111,4,16,0,0,0.497,2
10/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,10.9,5.4,11.9,73,0.101,153,0,,10,0.839,0.091,6,15,0,1,0.45,2
11/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,12,5.8,12.6,115,0.276,157,2,10.5,10,0.83,0.099,5,23,0,1,0.592,3
12/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,11.2,5.6,12.5,113,0.231,151,2,10.2,10,0.851,0.092,5,16,0,1,0.579,3
13/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,7.8,5.7,11,76,0.111,148,0,10.1,9,0.866,0.067,3,17,0,0,0.428,2
14/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,10,5.7,10.5,76,0.121,133,0,9.2,8,0.844,0.078,6,14,0,1,0.427,2
15/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,7.1,6.3,9.6,71,0.09,137,0,8.3,8,0.865,0.054,3,18,0,0,0.375,2
16/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,9.9,6.7,11.4,76,0.108,144,0,,8,0.859,0.085,4,17,0,1,0.452,2
17/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,7.4,6.9,10.6,59,0.078,130,0,8.1,7,0.862,0.048,2,17,0,1,0.363,2
18/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,9.7,7.2,10.1,87,0.142,134,0,7.6,7,0.888,0.058,5,18,0,1,0.474,2
19/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,10.4,6.8,12.3,94,0.188,153,1,7.5,7,0.896,0.058,4,19,0,0,0.501,3
20/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,6.1,6.6,10.5,82,0.116,123,0,7.4,7,0.883,0.064,3,16,0,0,0.428,2
21/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,7.5,7.5,10.7,84,0.16,118,0,6.9,6,0.863,0.073,5,18,0,1,0.456,2
22/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,8.1,6,12.8,100,0.205,158,1,7.2,6,0.832,0.07,3,16,0,0,0.412,2
23/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,7.6,6.7,10.2,60,0.086,122,0,6.7,6,0.828,0.079,4,15,0,1,0.345,2
24/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,5.9,6.4,10.1,60,0.081,143,0,7,5,0.832,0.057,5,14,0,0,0.276,2
25/03/2024,Monday,SCH,Southdale Community Hospital,Community,180,6.7,7.4,10.3,89,0.17,136,3,8.5,6,0.826,0.07,4,19,0,0,0.373,2
26/03/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,7.7,6.4,10.9,86,0.187,140,0,8.2,8,0.835,0.082,4,19,0,0,0.448,2
27/03/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,5.4,7.1,11.5,94,0.166,155,0,8.1,7,0.845,0.059,5,18,0,0,0.399,2
28/03/2024,Thursday,SCH,Southdale Community Hospital,Community,180,5.7,7,10.5,73,0.109,122,1,8.7,8,0.846,0.053,3,13,0,0,0.358,2
29/03/2024,Friday,SCH,Southdale Community Hospital,Community,180,5.9,7.2,10.1,96,0.2,155,4,8.7,8,0.842,0.064,3,19,0,0,0.444,2
30/03/2024,Saturday,SCH,Southdale Community Hospital,Community,180,6.2,7.6,10.5,85,0.158,137,0,8.2,7,0.849,0.058,5,18,0,1,0.423,2
31/03/2024,Sunday,SCH,Southdale Community Hospital,Community,180,5.4,8.7,10.7,85,0.135,122,0,8.3,7,0.858,0.06,3,16,0,0,0.396,2
01/04/2024,Monday,SCH,Southdale Community Hospital,Community,180,6,8.1,9.5,114,0.324,195,3,8.7,7,0.844,,4,18,0,0,0.481,2
02/04/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,4.1,7.5,8.7,107,0.188,165,2,8.7,7,0.87,0.049,3,18,0,0,0.444,2
03/04/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,5.6,8.7,9.9,82,0.139,159,0,9.2,8,0.865,0.066,4,18,0,1,0.459,2
04/04/2024,Thursday,SCH,Southdale Community Hospital,Community,180,5.1,8,8.1,74,0.104,134,0,9.7,9,0.863,0.065,3,13,0,2,0.464,2
05/04/2024,Friday,SCH,Southdale Community Hospital,Community,180,4.2,7.7,8.5,67,0.079,98,0,,9,0.871,0.049,4,15,0,0,0.383,2
06/04/2024,Saturday,SCH,Southdale Community Hospital,Community,180,6.9,8.9,8,64,0.072,127,0,10.7,9,0.869,0.067,5,16,0,1,0.425,2
07/04/2024,Sunday,SCH,Southdale Community Hospital,Community,180,6.8,8.2,8.7,61,0.073,137,0,9.4,9,0.878,0.064,3,16,0,1,0.437,2
08/04/2024,Monday,SCH,Southdale Community Hospital,Community,180,5.2,8.9,9.1,85,0.159,141,0,8,8,0.875,0.053,5,13,0,0,0.448,2
09/04/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,4.8,9.6,8.2,69,0.082,132,0,7.4,7,0.857,0.055,3,12,0,0,0.343,2
10/04/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,4.9,8.6,9.3,72,0.087,126,0,8.2,8,0.86,0.055,4,10,0,1,0.391,2
11/04/2024,Thursday,SCH,Southdale Community Hospital,Community,180,4.8,8.5,9.1,71,0.078,129,0,8.5,8,0.839,0.049,4,16,0,0,0.315,2
12/04/2024,Friday,SCH,Southdale Community Hospital,Community,180,6.5,8.7,11.2,93,0.206,150,0,,8,0.844,0.051,4,15,0,0,0.433,2
13/04/2024,Saturday,SCH,Southdale Community Hospital,Community,180,4.3,10.2,8.9,61,0.083,132,0,9.1,10,0.845,0.047,3,17,0,0,0.354,2
14/04/2024,Sunday,SCH,Southdale Community Hospital,Community,180,5.2,7.8,10.4,59,0.068,130,0,,11,0.844,0.056,4,15,0,0,0.367,2
15/04/2024,Monday,SCH,Southdale Community Hospital,Community,180,4.7,11.6,10,99,0.196,132,0,10.1,11,0.846,0.047,2,20,0,1,0.488,2
16/04/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,3.4,10.8,10.6,91,0.166,129,4,9,9,0.819,0.053,4,14,0,1,0.399,2
17/04/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,3.9,10,8.9,76,0.085,132,0,7.9,8,0.818,0.061,4,14,0,1,0.328,2
18/04/2024,Thursday,SCH,Southdale Community Hospital,Community,180,5.1,12.5,8.6,75,0.089,124,0,7.9,9,0.828,0.066,3,16,0,0,0.345,2
19/04/2024,Friday,SCH,Southdale Community Hospital,Community,180,4.9,9.3,9.9,86,0.128,155,1,7.4,8,0.835,0.059,4,17,0,0,0.365,2
20/04/2024,Saturday,SCH,Southdale Community Hospital,Community,180,3.7,9.9,9.2,65,0.062,108,0,7.8,8,0.821,0.057,3,15,0,0,0.283,2
21/04/2024,Sunday,SCH,Southdale Community Hospital,Community,180,5.6,11.7,9.4,61,0.074,127,0,6.3,7,0.843,0.064,5,14,0,0,0.327,2
22/04/2024,Monday,SCH,Southdale Community Hospital,Community,180,5.9,10.9,9,83,0.143,145,0,6.4,5,0.827,0.06,3,16,0,0,0.324,2
23/04/2024,Tuesday,SCH,Southdale Community Hospital,Community,180,5.4,10.1,10.2,87,0.146,142,0,6.5,5,0.843,0.063,3,19,0,0,0.357,2
24/04/2024,Wednesday,SCH,Southdale Community Hospital,Community,180,5.4,10.2,8.6,77,0.101,148,0,6.7,5,0.846,0.047,4,15,0,0,0.301,2
25/04/2024,Thursday,SCH,Southdale Community Hospital,Community,180,5.8,10.8,7.8,68,0.095,115,0,6.5,5,0.83,0.05,3,17,0,1,0.299,2
26/04/2024,Friday,SCH,Southdale Community Hospital,Community,180,4.5,10.5,9.9,85,0.147,123,1,7.4,6,0.857,0.06,4,14,0,0,0.391,2
27/04/2024,Saturday,SCH,Southdale Community Hospital,Community,180,4.7,11.6,8.5,70,0.07,122,0,6.4,6,0.831,0.057,3,16,0,1,0.304,2
28/04/2024,Sunday,SCH,Southdale Community Hospital,Community,180,6.4,10.8,9.8,63,0.072,141,0,5.9,6,0.843,0.065,5,16,0,1,0.337,2
